"ID","Type","Category","Amount","Date","Note","PaymentMethod","IsRecurring","RecurringInterval"
"731c689c-b8a5-4518-be69-abc00fc48180","Expense","Food",18.69,"2025-12-26 15:19:09","Snacks","Cash",false,"One-time"
"4d7f4124-cb20-49cc-bdb6-83824722d31a","Expense","Food",12.18,"2025-12-26 09:57:43","Mess meal","Card",false,"One-time"
"a6259c73-b706-4c16-8810-b872db898197","Expense","Food",6.67,"2025-12-26 05:53:25","Snacks","Card",false,"One-time"
"bebcde6d-3ce1-4237-b848-972d4b870359","Expense","Transport",4.4,"2025-12-25 21:28:39","Auto ride","Cash",false,"One-time"
"78794c08-6418-43ba-9c64-8abdbc687c1e","Expense","Food",9.92,"2025-12-25 18:11:26","Groceries","Bank Transfer",false,"One-time"
"f86deb94-3353-4502-9ea1-1beb951c381b","Expense","Transport",8.75,"2025-12-25 17:17:57","Metro ride","Bank Transfer",false,"One-time"
"10af537d-cc05-44fc-9ba5-8621511c6426","Expense","Food",13.68,"2025-12-25 13:51:23","Groceries","Cash",false,"One-time"
"5e372df3-99fe-4abd-82a6-a208cdba1db4","Expense","Food",8.26,"2025-12-25 12:05:01","Groceries","Card",false,"One-time"
"8225a29f-4d93-4b54-90b4-beba6ea7054b","Expense","Transport",8.27,"2025-12-24 22:24:26","Auto ride","Cash",false,"One-time"
"fc9a92c9-2033-489c-9a0f-1d5aea9f2a3a","Expense","Transport",1.81,"2025-12-24 18:38:46","Auto ride","Card",false,"One-time"
"d5617775-f984-4e6a-99ec-2bb60243bf73","Expense","Shopping",157.15,"2025-12-24 09:45:28","Stationery","Bank Transfer",false,"One-time"
"b02056eb-6e50-4666-a627-753d74af1e90","Expense","Transport",8.81,"2025-12-23 14:31:30","Bus ride","Bank Transfer",false,"One-time"
"2bbd4412-cbcc-4599-b360-7c458f1664cf","Expense","Transport",2.56,"2025-12-22 12:51:19","Bus ride","Cash",false,"One-time"
"44f2f4b0-ab7d-4871-a0a4-efa99ae6c677","Expense","Transport",18.28,"2025-12-22 10:58:38","Taxi ride","Card",false,"One-time"
"76436f9a-befe-4c79-8b82-f5008be89b51","Expense","Groceries",46.25,"2025-12-22 00:21:02","Restaurant","Cash",false,"One-time"
"0af23598-0809-4b2d-81d4-6a84e2c5c818","Expense","Food",14.82,"2025-12-21 20:09:07","Groceries","Bank Transfer",false,"One-time"
"b440f8e3-228c-4248-8868-3636bdb71391","Expense","Transport",36.72,"2025-12-21 15:29:44","Taxi ride","Bank Transfer",false,"One-time"
"5f072527-119e-4d35-9427-267bcabea2c9","Expense","Transport",5.71,"2025-12-21 13:56:30","Bus ride","Bank Transfer",false,"One-time"
"4eecce6b-e8fb-446f-8161-0003c7077592","Expense","Transport",7.37,"2025-12-20 23:31:19","Auto ride","Bank Transfer",false,"One-time"
"18d92f8e-4442-4b98-a844-77fb6c4028de","Expense","Transport",9.38,"2025-12-20 21:06:45","Bus ride","Card",false,"One-time"
"ade9a936-d94a-4015-b472-a7a66204bde8","Expense","Transport",7.17,"2025-12-20 06:18:44","Bus ride","Cash",false,"One-time"
"b83b0627-92ec-49ff-8418-e787e779f3c7","Expense","Transport",8.17,"2025-12-18 07:31:16","Auto ride","Cash",false,"One-time"
"010bf41e-7a0e-4400-9e78-1f597a9d575e","Expense","Food",10.81,"2025-12-17 20:41:33","Groceries","Cash",false,"One-time"
"24d7d080-a098-450b-b1f7-89649ee45589","Expense","Food",16.02,"2025-12-17 13:18:36","Mess meal","Bank Transfer",false,"One-time"
"cbdea0b6-d45f-47ae-8766-5e89f22cfb04","Expense","Groceries",53.82,"2025-12-17 06:31:28","Groceries","Cash",false,"One-time"
"b58333ee-e595-4b98-b772-d49b2fb8a9f9","Expense","Entertainment",25.04,"2025-12-17 03:10:40","Movie","Cash",false,"One-time"
"36d7613b-180b-47d5-bae2-d6c22dbcdd31","Expense","Transport",6.2,"2025-12-17 00:27:36","Auto ride","Card",false,"One-time"
"22ca74d9-d961-432f-90b0-fb24443566d1","Expense","Transport",5.2,"2025-12-16 20:09:41","Metro ride","Bank Transfer",false,"One-time"
"0e519099-4ed4-4416-9db9-0ec2a05448e6","Expense","Transport",20.8,"2025-12-16 16:37:46","Taxi ride","Cash",false,"One-time"
"4f58528e-b10e-4d00-bce8-49f152a6a00b","Expense","Transport",9.17,"2025-12-16 13:01:07","Metro ride","Bank Transfer",false,"One-time"
"ca227ac6-6873-4f35-b5e8-81c6dffbfe10","Expense","Transport",9.99,"2025-12-16 09:15:13","Bus ride","Card",false,"One-time"
"21796117-dd12-440c-8d66-fcdb92d95ad4","Expense","Transport",17.92,"2025-12-14 17:01:00","Taxi ride","Cash",false,"One-time"
"ab35076e-354e-4665-a1be-fc9a8493caa3","Expense","Transport",2.87,"2025-12-12 14:44:27","Bus ride","Bank Transfer",false,"One-time"
"96392cfc-62d0-4be8-9d00-384e01d7bb4a","Expense","Utilities",92.9,"2025-12-11 05:47:32","Electricity, water, internet","Bank Transfer",true,"Monthly"
"7d77a1e5-322c-4940-9882-a0024a387811","Expense","Food",7.28,"2025-12-09 18:05:49","Groceries","Cash",false,"One-time"
"8ee932c9-12e2-4c3b-acc6-e17e877c3cfa","Expense","Transport",8.54,"2025-12-09 11:43:10","Metro ride","Bank Transfer",false,"One-time"
"556294e1-f541-46ff-8438-0aece84ac8f3","Expense","Transport",16.27,"2025-12-08 06:18:36","Taxi ride","Cash",false,"One-time"
"1db403e7-d52d-49f1-9942-dc3061983a77","Expense","Transport",5.81,"2025-12-07 15:22:28","Metro ride","Bank Transfer",false,"One-time"
"1ad69be0-03ff-458f-aa8c-78620366bfea","Expense","Transport",8.91,"2025-12-07 05:05:47","Auto ride","Cash",false,"One-time"
"de75548d-54b4-4608-91ac-27204e4f24b1","Expense","Transport",8.8,"2025-12-07 03:52:01","Metro ride","Cash",false,"One-time"
"cbf11bdb-f475-49d0-8083-c4c0894e9808","Expense","Transport",17.52,"2025-12-06 06:10:38","Taxi ride","Card",false,"One-time"
"350ecce8-ec55-4a25-861f-fe73febcbaf3","Income","Allowance",908.35,"2025-12-05 21:37:13","Parental support","Bank Transfer",true,"Monthly"
"53eca852-c7b0-473a-b1fb-fa19263c7aa9","Expense","Groceries",52.7,"2025-12-05 00:05:29","Snacks","Bank Transfer",false,"One-time"
"ffa1175e-b5d7-452e-832d-3e91ba212a34","Expense","Transport",39.49,"2025-12-04 20:54:45","Taxi ride","Card",false,"One-time"
"8a5bb65e-924a-4f1f-9615-9c6672872513","Expense","Food",14.29,"2025-12-04 16:27:26","Snacks","Card",false,"One-time"
"0fa7a08c-ae2f-4350-8236-4da090b88ede","Expense","Food",12.88,"2025-12-04 10:01:18","Mess meal","Card",false,"One-time"
"4d500b84-aa5d-4337-852f-218556ff1ee6","Expense","Food",12.98,"2025-12-03 17:38:24","Restaurant","Cash",false,"One-time"
"3ea420c3-834a-476b-af3a-7531146d6f56","Expense","Food",17.95,"2025-12-02 16:21:29","Restaurant","Card",false,"One-time"
"e490be05-abc4-4c5f-a0f6-33485ac00c16","Expense","Transport",6.75,"2025-12-02 02:21:27","Bus ride","Cash",false,"One-time"
"47448eb4-e471-46a8-ab9f-2b6b8d928721","Expense","Rent",574.73,"2025-12-01 11:05:13","Monthly rent","Bank Transfer",true,"Monthly"
"115b3e6c-ba19-4e2f-9114-d033d32293f6","Expense","Transport",24.55,"2025-11-28 08:18:47","Taxi ride","Card",false,"One-time"
"d43e37c7-5996-4181-9e26-19b744dd302c","Expense","Transport",7.68,"2025-11-28 06:38:13","Auto ride","Cash",false,"One-time"
"f9d1c9e5-344e-45bb-939d-54a4dea0af9f","Expense","Transport",7.57,"2025-11-27 21:31:07","Metro ride","Cash",false,"One-time"
"9e159f8e-e83c-4012-9249-53955ade1528","Expense","Groceries",76.32,"2025-11-27 15:30:47","Snacks","Bank Transfer",false,"One-time"
"708efc31-a605-4941-b562-6a0ae5268b96","Expense","Groceries",40.9,"2025-11-26 23:47:15","Mess meal","Cash",false,"One-time"
"7e2d0000-54e5-488c-8c50-224a1e236c2f","Expense","Groceries",45.46,"2025-11-26 21:15:16","Snacks","Bank Transfer",false,"One-time"
"d8d74054-bfc2-4d72-acca-e9a50521c0af","Income","Part-time",333.73,"2025-11-26 10:21:53","Freelance project","Card",false,"One-time"
"49b167db-69d8-47f3-98cb-00e1a5fcdb24","Expense","Transport",32.71,"2025-11-23 12:43:13","Taxi ride","Bank Transfer",false,"One-time"
"afe765dd-39db-424d-8c2d-bcb7952d52d9","Expense","Groceries",69.55,"2025-11-21 20:11:40","Restaurant","Cash",false,"One-time"
"355c57b3-73e7-4d4d-bf00-0105aad54381","Expense","Transport",18.33,"2025-11-21 14:05:00","Taxi ride","Card",false,"One-time"
"4713f7ae-f692-43fc-a77e-62a00a3b196f","Expense","Transport",1.96,"2025-11-21 14:03:12","Metro ride","Cash",false,"One-time"
"cc5a509e-eb94-425b-8644-42e4b6b56852","Expense","Groceries",69.47,"2025-11-21 10:56:51","Snacks","Cash",false,"One-time"
"b9cd6a1c-f905-4278-8e42-543684814677","Expense","Food",14.07,"2025-11-20 23:52:35","Mess meal","Cash",false,"One-time"
"cfe769c1-7977-4b54-9ae8-5985dd20b20f","Expense","Transport",2.62,"2025-11-20 12:19:25","Auto ride","Bank Transfer",false,"One-time"
"55fde645-005a-45be-8fd8-08d3e7258338","Expense","Transport",1.94,"2025-11-20 08:04:06","Bus ride","Cash",false,"One-time"
"9d8b0d8f-903d-49d6-bd74-b56604ddbcfb","Expense","Transport",34.33,"2025-11-19 03:00:45","Taxi ride","Card",false,"One-time"
"232fd682-ceb8-4e89-bd9f-2ef2299695a8","Expense","Food",15.91,"2025-11-18 11:44:07","Groceries","Bank Transfer",false,"One-time"
"847cd83a-720f-4ae9-be62-82ee90d6af28","Expense","Transport",1.55,"2025-11-16 11:38:42","Bus ride","Bank Transfer",false,"One-time"
"2c637882-4ad5-48fc-b756-ce9c839729ef","Expense","Entertainment",54.71,"2025-11-16 08:10:45","Movie","Cash",false,"One-time"
"6ca51fdb-8324-4f46-9365-e37fc1cde044","Income","Part-time",148.91,"2025-11-16 02:15:38","Freelance project","Card",false,"One-time"
"b26e5e87-630f-4ea8-bc95-ad9407c6f113","Expense","Food",10.21,"2025-11-15 15:55:47","Snacks","Card",false,"One-time"
"f2c23171-4777-4082-9ab2-50b9f4758224","Expense","Shopping",107.34,"2025-11-15 11:45:35","Stationery","Card",false,"One-time"
"35118997-0e90-4aa3-991c-8cce3260eee6","Expense","Transport",18.54,"2025-11-15 04:05:20","Taxi ride","Cash",false,"One-time"
"b01a6888-5054-49c6-9c7d-ec95ba201655","Expense","Transport",9.64,"2025-11-14 19:16:09","Bus ride","Cash",false,"One-time"
"1266d4f5-06bf-4b75-b26d-1fda19ad92c0","Expense","Transport",1.74,"2025-11-14 05:26:50","Metro ride","Card",false,"One-time"
"831204f9-fed7-451f-b4a2-fb9e3f167630","Expense","Food",15.13,"2025-11-14 03:52:10","Snacks","Card",false,"One-time"
"6a2436c3-a7db-48be-9313-b05a6967c3e4","Expense","Utilities",69.44,"2025-11-13 23:53:08","Electricity, water, internet","Bank Transfer",true,"Monthly"
"a1089453-043c-4268-b12c-6d9ad20a3982","Expense","Food",16.52,"2025-11-13 06:40:19","Mess meal","Cash",false,"One-time"
"690f2e7e-0934-450b-a229-7f30a065e7ca","Expense","Transport",7.86,"2025-11-11 01:08:31","Auto ride","Card",false,"One-time"
"edf6bce1-c75d-4cfc-aa1a-9dbf9fd48e31","Expense","Transport",5.89,"2025-11-10 08:39:53","Auto ride","Card",false,"One-time"
"aff827a1-b828-4cee-bde9-295403509f2a","Expense","Food",10.95,"2025-11-10 02:59:52","Restaurant","Card",false,"One-time"
"1df411ce-8f10-40e8-ae9f-ebcca79d9682","Expense","Transport",4.64,"2025-11-08 19:28:58","Metro ride","Bank Transfer",false,"One-time"
"be4020aa-6f53-4b24-910d-f192b5e9e8de","Expense","Food",21.94,"2025-11-08 16:45:49","Groceries","Card",false,"One-time"
"cdf30b78-8e99-4015-bb79-1afcb55f4faf","Expense","Food",12.26,"2025-11-08 08:56:50","Snacks","Card",false,"One-time"
"8a338175-6a13-4902-83f3-5e55869c8a4a","Expense","Transport",9.21,"2025-11-08 00:01:59","Metro ride","Card",false,"One-time"
"7f223119-33ab-45ec-b3cd-5f2df107a982","Expense","Transport",1.92,"2025-11-07 08:44:54","Metro ride","Bank Transfer",false,"One-time"
"8b9660b1-5ac2-4474-b0ff-a09fcb04f355","Expense","Food",22.26,"2025-11-07 08:28:26","Mess meal","Card",false,"One-time"
"dc8c9ed6-89e5-429f-b1df-694550b57ee2","Expense","Transport",6.22,"2025-11-06 10:47:31","Metro ride","Bank Transfer",false,"One-time"
"5d4bcb03-c161-4bdc-830c-e971d86ba481","Income","Allowance",862.06,"2025-11-05 23:32:59","Parental support","Bank Transfer",true,"Monthly"
"4473b8d1-933c-4d92-a3ea-6591d9694461","Expense","Groceries",49.42,"2025-11-04 17:55:15","Groceries","Card",false,"One-time"
"9a860ba7-51dc-4d28-9303-0ce84aa9cfad","Expense","Rent",575.43,"2025-11-04 11:42:42","Monthly rent","Bank Transfer",true,"Monthly"
"bc42fb54-9f48-449d-a746-5884c7ddaef0","Expense","Transport",36.91,"2025-11-03 13:23:11","Taxi ride","Bank Transfer",false,"One-time"
"447c65b1-2ca9-4a0d-8ba5-4df044af7d2c","Expense","Transport",5.78,"2025-11-02 18:11:16","Metro ride","Card",false,"One-time"
"a69fbb8f-73ee-4ff2-ad32-8b23a08bee5b","Expense","Food",21.83,"2025-11-01 20:57:38","Mess meal","Bank Transfer",false,"One-time"
"2a6802e1-82da-4035-a9ae-6e4b273fdad9","Expense","Food",22.9,"2025-10-28 13:12:54","Groceries","Bank Transfer",false,"One-time"
"ecdd5acd-ed19-4006-8d8e-b89214002bff","Expense","Transport",1.67,"2025-10-28 09:07:21","Metro ride","Card",false,"One-time"
"f5ad2bc9-5673-403d-ad65-a1a22206476b","Expense","Transport",7.6,"2025-10-26 07:39:47","Bus ride","Bank Transfer",false,"One-time"
"87c6dc1a-93a3-48f6-be1a-54f3a0477f84","Expense","Shopping",29.96,"2025-10-24 15:50:01","Clothes","Cash",false,"One-time"
"81f107a1-6a53-4c60-94c7-ee458a352302","Expense","Groceries",35.79,"2025-10-24 01:05:20","Snacks","Card",false,"One-time"
"124ea7c9-ca2c-4273-a956-5d54a23e0589","Expense","Transport",27.57,"2025-10-23 21:13:21","Taxi ride","Bank Transfer",false,"One-time"
"ddbae001-bacc-4a1e-8267-bda2e77a4e42","Expense","Transport",20.32,"2025-10-23 16:55:11","Taxi ride","Bank Transfer",false,"One-time"
"bbcf7e14-28ab-4dc3-8a66-a46f63adca87","Expense","Groceries",40.1,"2025-10-22 16:49:31","Groceries","Card",false,"One-time"
"7e268b67-b4c9-4004-bfc5-1089a3679928","Expense","Transport",26.9,"2025-10-22 15:42:35","Taxi ride","Cash",false,"One-time"
"16800d7f-29f8-40bf-9575-60732b33a6f5","Expense","Transport",4.95,"2025-10-21 05:16:43","Metro ride","Cash",false,"One-time"
"218fe555-ec11-46c9-9cf2-8703a0ffa7de","Expense","Transport",5.43,"2025-10-21 01:33:12","Auto ride","Cash",false,"One-time"
"b74e2631-6f48-4f12-b6bd-976563019c18","Expense","Groceries",41.29,"2025-10-20 23:19:43","Groceries","Card",false,"One-time"
"4fb56732-5345-4668-8465-1c23a771932e","Expense","Transport",4.22,"2025-10-20 21:22:49","Auto ride","Cash",false,"One-time"
"0a2ef855-4100-47fe-88f0-0b8fd56568de","Expense","Transport",8.37,"2025-10-19 12:20:36","Bus ride","Cash",false,"One-time"
"277dfda9-ab87-427b-9a42-d64f1ac8310c","Expense","Food",6.29,"2025-10-19 03:47:59","Restaurant","Card",false,"One-time"
"be777257-c06f-43b9-91f4-1035584e1931","Expense","Transport",4.47,"2025-10-19 01:08:53","Auto ride","Bank Transfer",false,"One-time"
"40cdec02-d70f-40bc-b2dd-9f6729bb0984","Expense","Transport",4.73,"2025-10-19 00:48:57","Auto ride","Card",false,"One-time"
"69d21583-9466-4427-82cf-2081c8f9c997","Expense","Food",7.87,"2025-10-17 21:43:05","Groceries","Bank Transfer",false,"One-time"
"498e6e67-84d9-43e2-96d6-b436706e7a59","Expense","Transport",3.2,"2025-10-17 09:27:42","Auto ride","Card",false,"One-time"
"86ea9f9e-451e-450c-b097-190631da7b8e","Expense","Food",24.05,"2025-10-17 08:34:21","Mess meal","Card",false,"One-time"
"8e843fe2-b52a-42e4-9939-04bcd0f3ea57","Expense","Transport",29.78,"2025-10-17 01:25:16","Taxi ride","Card",false,"One-time"
"9f985883-45c7-4a55-8f46-feb0f4a911a7","Expense","Groceries",55.57,"2025-10-16 21:38:25","Restaurant","Card",false,"One-time"
"d8afab7d-19a5-433c-9242-8b05e2e7a2d0","Expense","Transport",8.64,"2025-10-16 20:54:50","Bus ride","Bank Transfer",false,"One-time"
"c466488b-d648-4bff-a7e5-c434a8fe1ffd","Expense","Transport",7.04,"2025-10-16 13:13:22","Bus ride","Card",false,"One-time"
"974490af-fdee-4df0-a4de-cdd0e873c25a","Expense","Food",20.13,"2025-10-16 08:48:45","Groceries","Card",false,"One-time"
"02acc7a1-c616-4ba3-a1c3-27af435609dd","Expense","Transport",38.37,"2025-10-15 08:59:40","Taxi ride","Bank Transfer",false,"One-time"
"35c78ef5-bed1-4414-821d-7f9b7edabb8d","Expense","Groceries",68.11,"2025-10-15 03:33:08","Snacks","Bank Transfer",false,"One-time"
"a50ba54b-6046-4bbe-9925-0e0732b01163","Expense","Entertainment",32.17,"2025-10-14 20:57:02","Concert","Card",false,"One-time"
"ff620090-0faf-4325-82d2-4f40eff9fbd6","Expense","Utilities",92.78,"2025-10-14 18:04:06","Electricity, water, internet","Bank Transfer",true,"Monthly"
"0cc9a183-1fa7-4143-8821-e3ac8f056155","Expense","Food",11.06,"2025-10-13 19:43:20","Mess meal","Cash",false,"One-time"
"20ef405c-55ff-4b70-b97d-8285b8ee4bb5","Expense","Transport",7.12,"2025-10-12 11:26:22","Bus ride","Cash",false,"One-time"
"fedc5cd0-5ef4-454d-87aa-b3ab64c18b3e","Expense","Groceries",63.6,"2025-10-12 05:00:43","Groceries","Card",false,"One-time"
"654ab9a5-13dd-4240-b056-691fd10a8717","Expense","Transport",9.74,"2025-10-11 05:39:19","Auto ride","Cash",false,"One-time"
"2af92fc9-ad85-4d87-9762-fc35544b1010","Expense","Transport",21.67,"2025-10-11 02:40:13","Taxi ride","Card",false,"One-time"
"8cce95ab-5fbe-4e13-9d46-a1f298176ae3","Expense","Transport",8.99,"2025-10-09 19:32:29","Metro ride","Bank Transfer",false,"One-time"
"b2ba46ee-069c-47af-91bf-731ea39136ff","Expense","Transport",9.88,"2025-10-09 00:44:30","Bus ride","Card",false,"One-time"
"04b73b80-bd4f-4f64-952c-1556025ec8a1","Expense","Transport",9.24,"2025-10-08 20:19:37","Bus ride","Cash",false,"One-time"
"0240fdf8-43f1-484f-b455-057a4fd09333","Expense","Food",9.66,"2025-10-07 19:54:25","Groceries","Bank Transfer",false,"One-time"
"a9a74c33-cf18-49cf-abc5-9c83936d7906","Income","Part-time",289.89,"2025-10-07 16:54:45","Freelance project","Card",false,"One-time"
"78c8118b-fb3b-4e4e-9697-dbb3e8f9e11e","Expense","Food",20.23,"2025-10-07 16:14:26","Snacks","Cash",false,"One-time"
"8756710a-06d0-4c13-8c49-a9e5360e51b0","Expense","Transport",9.97,"2025-10-07 09:16:03","Auto ride","Card",false,"One-time"
"17d7a4e4-e6b6-4335-9988-ba26f2eadd1a","Expense","Food",22.69,"2025-10-06 17:42:55","Restaurant","Card",false,"One-time"
"5b0bc164-89f0-4a10-8e0e-95afc6023601","Income","Part-time",139.47,"2025-10-06 17:00:46","Freelance project","Card",false,"One-time"
"827df1b3-df32-42be-a2e1-9dbda7bcf015","Expense","Food",21.69,"2025-10-06 14:43:06","Groceries","Card",false,"One-time"
"77cdbaae-8c63-4395-9092-cbd5121972f3","Expense","Transport",8.68,"2025-10-05 23:43:48","Auto ride","Card",false,"One-time"
"367a31b5-c09c-4759-b7e3-e4249e09eeb8","Expense","Transport",34.1,"2025-10-05 09:45:24","Taxi ride","Bank Transfer",false,"One-time"
"1c227be1-b7a8-4df3-b3a6-9a7bd6994e47","Expense","Transport",5.45,"2025-10-05 06:01:15","Auto ride","Bank Transfer",false,"One-time"
"98cf08af-cb4a-424b-b640-c4823c784581","Expense","Food",14.96,"2025-10-04 23:03:53","Mess meal","Cash",false,"One-time"
"64694d68-0d56-4b7e-af58-a023bc12c7e0","Expense","Transport",6.31,"2025-10-04 18:21:17","Bus ride","Bank Transfer",false,"One-time"
"87fc4c81-303c-43b8-b02d-a9d4cbd9bd02","Expense","Groceries",52.13,"2025-10-04 12:28:20","Mess meal","Cash",false,"One-time"
"2a0a7e35-fcef-49fa-a55f-855ac3c3c242","Expense","Groceries",41.54,"2025-10-04 03:16:31","Restaurant","Cash",false,"One-time"
"f956c038-3ee3-4adb-8122-d372f92417bb","Expense","Rent",564.52,"2025-10-02 16:49:46","Monthly rent","Bank Transfer",true,"Monthly"
"ea3f6ded-c153-4c8c-94c2-01d1d1d1777f","Expense","Transport",29.2,"2025-10-02 14:42:55","Taxi ride","Card",false,"One-time"
"993896de-7af7-47d9-9e87-d88b86ffb0b2","Income","Allowance",869.15,"2025-10-01 16:13:45","Parental support","Bank Transfer",true,"Monthly"
"c644e3e6-283c-438f-8951-78313e05783f","Expense","Entertainment",38.61,"2025-10-01 08:50:51","Outing with friends","Card",false,"One-time"
"ecfcbdac-d5cb-4611-b2cd-7a717e14d014","Expense","Food",24.52,"2025-09-28 14:43:42","Groceries","Cash",false,"One-time"
"55fb7fb1-48a5-4c5b-9a7e-837fc55c2493","Expense","Transport",7.33,"2025-09-27 21:51:19","Auto ride","Bank Transfer",false,"One-time"
"cec1ad0c-248b-48a0-841c-bfc0c5c302e3","Expense","Food",9.16,"2025-09-27 18:38:05","Groceries","Bank Transfer",false,"One-time"
"1b134fa5-5241-4929-aabe-adb502080e8d","Expense","Shopping",56.97,"2025-09-26 03:58:38","Books","Card",false,"One-time"
"931d72d8-e987-4535-bd73-37cbd9fe26e7","Expense","Transport",6.12,"2025-09-25 03:38:48","Metro ride","Card",false,"One-time"
"7882be5d-0818-459c-bc55-a4fd323db263","Expense","Transport",4.67,"2025-09-21 21:30:44","Bus ride","Bank Transfer",false,"One-time"
"1798a110-5abc-4923-8dfb-ec0197198c5c","Expense","Transport",29.14,"2025-09-20 23:23:37","Taxi ride","Card",false,"One-time"
"b333d14c-322c-4af5-8152-ffc0f1d890a1","Expense","Transport",5.05,"2025-09-20 22:53:33","Bus ride","Cash",false,"One-time"
"4840728c-10df-4023-a64f-49cdf12c7b6f","Expense","Food",8.91,"2025-09-19 16:14:50","Mess meal","Bank Transfer",false,"One-time"
"7d7b55a6-d064-4b90-a45e-a18c8ea3322e","Expense","Transport",6.44,"2025-09-19 00:54:16","Metro ride","Cash",false,"One-time"
"7be49204-4e59-4349-ac33-cb1fa565c880","Expense","Transport",8.01,"2025-09-17 20:59:04","Metro ride","Cash",false,"One-time"
"e9056264-5e6a-4211-b288-5aec6d60cf61","Expense","Food",23.17,"2025-09-16 10:38:38","Snacks","Card",false,"One-time"
"8be04d83-b801-40f3-b165-6e12e53fa0df","Expense","Entertainment",18.68,"2025-09-16 03:58:16","Concert","Card",false,"One-time"
"a9efd328-eeaa-49af-b37f-5728fc50fa7a","Expense","Utilities",64.49,"2025-09-15 14:21:44","Electricity, water, internet","Bank Transfer",true,"Monthly"
"a485012e-8177-4267-a720-995c02b05438","Expense","Transport",2.16,"2025-09-14 22:48:50","Bus ride","Card",false,"One-time"
"e7a32293-4804-4462-b201-dcb2b08b9ceb","Expense","Groceries",66.43,"2025-09-14 14:18:10","Groceries","Cash",false,"One-time"
"cbde5b15-53ac-4ef7-8b7f-cc4286a037b2","Expense","Food",9.31,"2025-09-12 11:19:28","Groceries","Bank Transfer",false,"One-time"
"496354ae-4b6a-4848-94fa-58cb30222152","Expense","Transport",2.96,"2025-09-12 04:52:28","Auto ride","Card",false,"One-time"
"b394f1a9-8779-4a37-b68f-4cfc78570115","Expense","Transport",8.5,"2025-09-12 03:34:37","Auto ride","Cash",false,"One-time"
"e19771df-12b6-46b7-9831-2e1d0ce2b903","Income","Part-time",343.26,"2025-09-12 02:20:03","Freelance project","Card",false,"One-time"
"bf42a623-3961-4ad5-9fba-c837ecb111bf","Expense","Transport",4.54,"2025-09-11 14:56:44","Metro ride","Cash",false,"One-time"
"e5f6147b-3ae1-464a-b7ce-d49978ecf39a","Expense","Groceries",34.42,"2025-09-11 02:59:37","Groceries","Bank Transfer",false,"One-time"
"a94ce44e-d821-4dc6-a8e3-6ca7f424dc61","Expense","Groceries",41.23,"2025-09-10 15:35:47","Mess meal","Cash",false,"One-time"
"73643a86-10ed-4927-9dff-c2d64f5dd118","Expense","Groceries",65.51,"2025-09-09 13:11:35","Restaurant","Cash",false,"One-time"
"fd09b694-41fe-43eb-b0b3-2c505227c9e5","Expense","Transport",1.91,"2025-09-09 11:26:40","Auto ride","Card",false,"One-time"
"48dbecc9-ce91-494e-8552-3c46214413a9","Expense","Groceries",36.21,"2025-09-09 09:40:53","Snacks","Card",false,"One-time"
"4459d6ca-7fad-40f1-9da6-75dd5dcc9cbc","Expense","Food",5.57,"2025-09-06 15:58:44","Snacks","Card",false,"One-time"
"01f92b7d-cfda-4b1f-982e-10a88390cea5","Expense","Groceries",32.11,"2025-09-06 12:18:35","Snacks","Bank Transfer",false,"One-time"
"677b1f73-3322-482f-aecd-a4298799c5c6","Expense","Healthcare",65.22,"2025-09-05 23:17:37","Doctor visit / medicine","Cash",false,"One-time"
"f64fbe0d-60f5-41f2-8801-82511fe6b2f5","Expense","Food",12.72,"2025-09-05 22:54:27","Mess meal","Card",false,"One-time"
"cce672de-d30e-4f05-8573-9ae7e3bdad5b","Expense","Transport",3.28,"2025-09-05 22:14:19","Metro ride","Cash",false,"One-time"
"f12d5b75-28e7-4f0f-9c83-63b7a799e66f","Expense","Transport",25.3,"2025-09-05 16:18:23","Taxi ride","Cash",false,"One-time"
"55fb57eb-a533-4d32-809f-b71b8afdc215","Expense","Transport",8.57,"2025-09-04 06:09:32","Metro ride","Bank Transfer",false,"One-time"
"81b3b666-7953-419c-8fd1-3e01500b19f6","Expense","Transport",23.71,"2025-09-04 04:59:01","Taxi ride","Bank Transfer",false,"One-time"
"a28eb3bb-4237-4ac0-95ca-3c419d9b477a","Income","Allowance",905.1,"2025-09-04 01:08:43","Parental support","Bank Transfer",true,"Monthly"
"b86eaf85-cdee-4db1-b025-df2b9fb197a6","Expense","Rent",571.98,"2025-09-03 18:42:09","Monthly rent","Bank Transfer",true,"Monthly"
"e7e0011a-6ad3-4834-a327-17ed6bc78fa4","Expense","Entertainment",82.41,"2025-09-02 06:06:02","Outing with friends","Card",false,"One-time"
"bb6dc9fe-f983-4f79-9136-9b23bdd579af","Expense","Transport",2.59,"2025-09-01 23:52:07","Metro ride","Bank Transfer",false,"One-time"
"6eaea797-f8a2-4668-b319-5a19371b3378","Income","Part-time",188.15,"2025-09-01 12:39:53","Freelance project","Card",false,"One-time"
"1d64227f-9bab-46c0-9608-8f1dc9667ddd","Expense","Transport",9.8,"2025-08-28 18:47:37","Bus ride","Card",false,"One-time"
"3b1eaf3d-55d6-4ca3-ad30-94dfce93625f","Expense","Transport",5.0,"2025-08-28 07:53:33","Auto ride","Card",false,"One-time"
"6e149bde-f8c5-4442-858c-822bfd97c0e6","Expense","Transport",2.21,"2025-08-27 03:28:31","Metro ride","Cash",false,"One-time"
